energy,W185 + photon [inclusive] width,n + W184 width,J,Pi,L
4251.488,0.05975118,1.048903,0.5,1,0
4502.513,0.0647887,0.01443613,0.5,1,0
4549.064,0.06538049,0.4906551,0.5,1,0
4617.536,0.05249151,0.4408865,0.5,1,0
4804.801,0.06316431,1.327495,0.5,1,0
4930.578,0.05226262,1.576148,0.5,1,0
5056.38,0.07065287,0.5338415,0.5,1,0
5091.952,0.06100556,2.796911,0.5,1,0
5190.826,0.06429639,1.881014,0.5,1,0
5511.778,0.05892215,0.0578412,0.5,1,0
5808.105,0.09366962,0.679604,0.5,1,0
5886.32,0.07350741,6.03404,0.5,1,0
6069.988,0.0674072,0.3891399,0.5,1,0
6122.791,0.07005518,11.8406,0.5,1,0
6233.363,0.07918042,0.9170434,0.5,1,0
6414.724,0.05876664,0.2810773,0.5,1,0
6551.416,0.05505754,0.6428097,0.5,1,0
6793.133,0.05443104,1.282748,0.5,1,0
6914.994,0.05653453,0.5465144,0.5,1,0
6965.577,0.06921796,0.7337036,0.5,1,0
7050.733,0.06762611,6.055465,0.5,1,0
7125.606,0.05757693,1.536647,0.5,1,0
7209.244,0.0545949,0.4726095,0.5,1,0
7306.97,0.06252565,1.926332,0.5,1,0
7337.721,0.05991366,0.8376861,0.5,1,0
7422.737,0.06819301,0.2390967,0.5,1,0
7474.443,0.05903378,7.130345,0.5,1,0
7552.88,0.06274163,5.89535,0.5,1,0
7642.219,0.06646031,0.1894945,0.5,1,0
7781.604,0.05633209,1.726105,0.5,1,0
7875.036,0.06819301,0.197866,0.5,1,0
7941.609,0.06544519,0.170418,0.5,1,0
8172.402,0.06950999,4.509844,0.5,1,0
8304.924,0.0573682,0.6459471,0.5,1,0
8316.462,0.06074293,1.168119,0.5,1,0
8460.683,0.06101647,5.807589,0.5,1,0
8553.467,0.05740613,5.635023,0.5,1,0
8605.421,0.06473156,1.111831,0.5,1,0
8747.567,0.05003551,1.108101,0.5,1,0
8754.915,0.05704219,0.01260665,0.5,1,0
8894.909,0.05649774,1.635536,0.5,1,0
8904.259,0.05700629,0.0153628,0.5,1,0
8988.792,0.04899987,1.620712,0.5,1,0
9049.857,0.05883929,8.125032,0.5,1,0
9288.823,0.0612278,2.577697,0.5,1,0
9376.396,0.06101152,6.302182,0.5,1,0
9674.852,0.0507296,0.6464992,0.5,1,0
9819.348,0.05830263,0.9008753,0.5,1,0
9847.978,0.05606013,2.650124,0.5,1,0
10050.0,0.057,5.01,0.5,1,0
10250.0,0.057,10.3,0.5,1,0
10420.0,0.057,1.11,0.5,1,0
10680.0,0.057,3.4,0.5,1,0
10740.0,0.057,0.92,0.5,1,0
11070.0,0.057,9.05,0.5,1,0
11280.0,0.057,3.18,0.5,1,0
11370.0,0.057,0.97,0.5,1,0
11450.0,0.057,0.9,0.5,1,0
11650.0,0.057,1.14,0.5,1,0
11710.0,0.057,6.92,0.5,1,0
11820.0,0.057,5.43999,0.5,1,0
11850.0,0.057,9.13999,0.5,1,0
12020.0,0.057,1.12,0.5,1,0
12170.0,0.057,1.35,0.5,1,0
12430.0,0.057,2.34,0.5,1,0
12660.0,0.057,1.54,0.5,1,0
13000.0,0.057,4.22,0.5,1,0
13080.0,0.057,0.96,0.5,1,0
13200.0,0.057,20.0,0.5,1,0
13360.0,0.057,3.35,0.5,1,0
13390.0,0.057,3.7,0.5,1,0
13480.0,0.057,6.97,0.5,1,0
13500.0,0.057,0.42,0.5,1,0
13610.0,0.057,0.78,0.5,1,0
13680.0,0.057,1.75,0.5,1,0
13930.0,0.057,3.66,0.5,1,0
14420.0,0.057,11.05,0.5,1,0
14860.0,0.057,6.1,0.5,1,0
15070.0,0.057,1.35,0.5,1,0
15170.0,0.057,1.97,0.5,1,0
15250.0,0.057,2.22,0.5,1,0
15350.0,0.057,1.86,0.5,1,0
15450.0,0.057,9.2,0.5,1,0
15630.0,0.057,18.8999,0.5,1,0
15970.0,0.057,11.0,0.5,1,0
16200.0,0.057,3.69,0.5,1,0
16320.0,0.057,3.96,0.5,1,0
16450.0,0.057,1.92,0.5,1,0
593.5566,0.06610323,0.0008285959,0.5,-1,1
641.3045,0.06836941,0.001530756,0.5,-1,1
674.177,0.06747481,0.001875175,0.5,-1,1
703.6592,0.07184426,0.007959833,0.5,-1,1
926.5807,0.06546035,0.001456207,0.5,-1,1
1152.112,0.05710208,0.002684916,0.5,-1,1
1211.681,0.06815108,0.003198382,0.5,-1,1
1995.64,0.05375058,0.003127601,0.5,-1,1
2114.816,0.06518256,0.004633326,0.5,-1,1
2436.379,0.04994553,0.00844191,0.5,-1,1
2674.606,0.06502529,0.009541127,0.5,-1,1
2800.735,0.06515851,0.005496979,0.5,-1,1
2882.254,0.06501841,0.009363145,0.5,-1,1
3312.323,0.0595881,0.0217159,0.5,-1,1
3493.665,0.05841363,0.007308819,0.5,-1,1
4132.851,0.06540922,0.02132263,0.5,-1,1
4298.699,0.06262045,0.05820166,0.5,-1,1
4442.873,0.06433987,0.1219855,0.5,-1,1
4670.904,0.0653937,0.01575497,0.5,-1,1
4919.664,0.06496202,0.0800621,0.5,-1,1
5136.677,0.06247375,0.01725108,0.5,-1,1
5517.663,0.05893733,0.01690638,0.5,-1,1
5599.973,0.05910754,0.08903595,0.5,-1,1
5755.062,0.05889216,0.01629269,0.5,-1,1
5892.281,0.07522277,0.002572975,0.5,-1,1
5901.903,0.0652014,0.02010346,0.5,-1,1
5981.631,0.06518671,0.01022153,0.5,-1,1
6295.829,0.06389063,0.0434063,0.5,-1,1
6479.334,0.07211873,0.8815187,0.5,-1,1
6688.898,0.06606613,0.05295538,0.5,-1,1
7100.658,0.05764305,0.01971761,0.5,-1,1
7166.125,0.06518401,0.04405542,0.5,-1,1
7457.326,0.0569988,0.03110371,0.5,-1,1
7992.33,0.06544519,0.01540676,0.5,-1,1
8286.503,0.06434909,0.06977899,0.5,-1,1
8625.124,0.06520934,0.01585287,0.5,-1,1
8736.064,0.06518064,0.03348786,0.5,-1,1
8847.033,0.06456275,0.1896638,0.5,-1,1
8995.613,0.05690815,0.0260439,0.5,-1,1
9093.293,0.06561546,0.04507155,0.5,-1,1
9175.461,0.06522777,0.0364468,0.5,-1,1
9374.738,0.06543383,0.006435566,0.5,-1,1
9447.817,0.06034493,0.4267595,0.5,-1,1
9690.583,0.06889231,0.1527898,0.5,-1,1
9863.379,0.06573975,0.06808011,0.5,-1,1
784.5516,0.08695534,0.01086646,1.5,-1,1
1190.476,0.06899475,0.002189515,1.5,-1,1
2753.885,0.0654028,0.003434365,1.5,-1,1
2872.963,0.06553199,0.003840238,1.5,-1,1
3097.826,0.06521053,0.001769502,1.5,-1,1
3348.46,0.05959704,0.009648222,1.5,-1,1
3548.689,0.04055224,0.006549277,1.5,-1,1
3563.186,0.06517835,0.004648549,1.5,-1,1
3698.542,0.05649628,0.004823402,1.5,-1,1
4079.12,0.06495093,0.0114975,1.5,-1,1
4326.509,0.06240572,0.005770788,1.5,-1,1
4424.964,0.06246655,0.01453072,1.5,-1,1
4468.429,0.06182619,0.0168387,1.5,-1,1
4729.493,0.06543939,0.006060589,1.5,-1,1
4781.43,0.06293547,0.02374266,1.5,-1,1
4849.782,0.06214374,0.01487578,1.5,-1,1
5173.645,0.06237902,0.004164132,1.5,-1,1
5430.997,0.05395464,0.07706092,1.5,-1,1
5580.282,0.05951434,0.0586838,1.5,-1,1
5728.83,0.05894391,0.02393979,1.5,-1,1
5825.316,0.06505196,0.01146922,1.5,-1,1
5927.475,0.0652014,0.006875833,1.5,-1,1
6115.562,0.06005518,0.03533937,1.5,-1,1
6170.191,0.06522496,0.006832987,1.5,-1,1
6708.519,0.05606613,0.01536285,1.5,-1,1
6853.969,0.0652492,0.007521063,1.5,-1,1
6952.094,0.05653453,0.007429265,1.5,-1,1
7234.592,0.06548525,0.03074009,1.5,-1,1
7500.18,0.06274163,0.0100035,1.5,-1,1
7747.933,0.06521665,0.04272857,1.5,-1,1
7908.996,0.0651408,0.01047662,1.5,-1,1
8104.727,0.05955288,0.05824007,1.5,-1,1
8181.43,0.06545723,0.006758883,1.5,-1,1
8484.135,0.06454296,0.07666358,1.5,-1,1
8689.939,0.06524534,0.01169719,1.5,-1,1
9053.112,0.06582999,0.06806436,1.5,-1,1
9144.096,0.06522777,0.04070942,1.5,-1,1
9231.238,0.06520307,0.00373585,1.5,-1,1
9749.481,0.0654341,0.04018947,1.5,-1,1
