energy,Dy162 + photon [inclusive] width,n + Dy161 width,J,Pi,L
642.2091,0.1101032,0.1134107,2,1,0
645.5482,0.1120142,0.09031523,2,1,0
651.1591,0.1068048,0.009027345,2,1,0
657.6776,0.1068001,0.005968884,2,1,0
672.7915,0.1170727,0.0766249,2,1,0
680.769,0.1097667,0.09080193,2,1,0
682.3002,0.1121332,0.02603641,2,1,0
687.3352,0.1121261,0.01042914,2,1,0
692.2644,0.1070997,0.04294147,2,1,0
704.4248,0.1068029,0.006994683,2,1,0
713.0609,0.1081182,0.0303483,2,1,0
715.3267,0.1150631,0.09242825,2,1,0
717.2678,0.1121283,0.01306233,2,1,0
730.0507,0.1093317,0.05496116,2,1,0
736.7121,0.1113929,0.06239673,2,1,0
739.1045,0.110132,0.09517617,2,1,0
741.2897,0.1080088,0.03494389,2,1,0
750.4396,0.108323,0.04185998,2,1,0
756.4295,0.1067994,0.009971402,2,1,0
759.8473,0.1068019,0.01449376,2,1,0
773.7674,0.1080268,0.05178995,2,1,0
775.6613,0.1121225,0.02327872,2,1,0
777.4054,0.1086808,0.0951419,2,1,0
780.7464,0.1233296,0.2156657,2,1,0
790.7962,0.1068024,0.007418275,2,1,0
810.0167,0.1121266,0.01659069,2,1,0
820.7333,0.106805,0.01193896,2,1,0
831.9154,0.105266,0.06307623,2,1,0
867.7579,0.1110885,0.03325719,2,1,0
879.0777,0.1068014,0.01090831,2,1,0
882.116,0.1078064,0.1710378,2,1,0
893.3324,0.1071421,0.02297528,2,1,0
896.9951,0.1068015,0.008704947,2,1,0
918.539,0.1077712,0.1099316,2,1,0
926.009,0.1117574,0.09371047,2,1,0
941.755,0.1067946,0.01441025,2,1,0
943.6328,0.1069731,0.06260237,2,1,0
948.7555,0.109176,0.09280944,2,1,0
956.6405,0.1072637,0.02932215,2,1,0
972.8908,0.1125956,0.096408,2,1,0
981.234,0.106802,0.01695371,2,1,0
990.4427,0.1140672,0.166517,2,1,0
995.7026,0.1068027,0.007250901,2,1,0
1256.134,0.12,0.3936584,2,1,0
1347.108,0.1200002,4.621423,2,1,0
-369.478,0.120003,1.978806,3,1,0
-110.4396,0.1200014,0.0445552,3,1,0
-2.503864,0.1503073,0.01536835,3,1,0
2.712675,0.1096959,0.0006311922,3,1,0
7.734227,0.117182,0.0005622433,3,1,0
10.85972,0.1088429,0.0004973827,3,1,0
16.69933,0.1216272,0.00752319,3,1,0
29.93476,0.1157458,0.0009337603,3,1,0
35.74452,0.1065392,0.002419119,3,1,0
37.7365,0.1177908,0.01160694,3,1,0
38.54457,0.109343,0.01708983,3,1,0
43.30698,0.1156531,0.0135006,3,1,0
50.89538,0.09310771,0.004070657,3,1,0
52.24929,0.1068193,0.001392403,3,1,0
63.67814,0.1049971,0.00441022,3,1,0
77.23483,0.1068419,0.002293382,3,1,0
78.13065,0.1068158,0.0004627761,3,1,0
85.10764,0.1068073,0.005472752,3,1,0
88.80316,0.1061852,0.01325305,3,1,0
93.3196,0.1100013,0.0238158,3,1,0
95.24622,0.1067464,0.002485228,3,1,0
104.1791,0.1067884,0.000627119,3,1,0
110.5495,0.1069167,0.009620524,3,1,0
127.6016,0.106816,0.002098991,3,1,0
131.2453,0.1068642,0.006551837,3,1,0
138.4879,0.1200734,0.01372387,3,1,0
149.4107,0.1068037,0.003177011,3,1,0
162.7238,0.1223762,0.04374836,3,1,0
165.8622,0.1121214,0.003448888,3,1,0
172.8663,0.106871,0.01352405,3,1,0
175.3105,0.1068755,0.01279365,3,1,0
176.3391,0.106804,0.007959171,3,1,0
179.1493,0.1101041,0.02064603,3,1,0
183.8006,0.108653,0.02244299,3,1,0
194.5327,0.1069344,0.01753491,3,1,0
212.1008,0.1068412,0.01227857,3,1,0
214.2068,0.1122751,0.02806864,3,1,0
227.8804,0.1083061,0.02281095,3,1,0
239.1643,0.106807,0.003684802,3,1,0
242.5629,0.1068454,0.01311794,3,1,0
245.3449,0.1098531,0.023412,3,1,0
258.9109,0.1068322,0.009071862,3,1,0
267.9505,0.1068136,0.005857474,3,1,0
275.8329,0.101762,0.05106047,3,1,0
283.7079,0.1067954,0.005083606,3,1,0
287.5723,0.1068017,0.003590762,3,1,0
288.5944,0.1121256,0.002497066,3,1,0
293.9252,0.1068299,0.01053999,3,1,0
300.1008,0.1129279,0.03120412,3,1,0
302.491,0.1068195,0.003889011,3,1,0
305.4751,0.1159053,0.06584787,3,1,0
311.8873,0.1113683,0.02388535,3,1,0
316.0604,0.1068019,0.01580617,3,1,0
328.7139,0.1068015,0.002465964,3,1,0
349.6813,0.1068012,0.005656403,3,1,0
378.4542,0.1068067,0.003273809,3,1,0
382.9534,0.09897531,0.04288396,3,1,0
389.4056,0.1068048,0.004624854,3,1,0
392.7245,0.1245708,0.05150394,3,1,0
396.5137,0.09695723,0.02712154,3,1,0
404.0132,0.1068014,0.002644212,3,1,0
420.2279,0.1068508,0.02051551,3,1,0
428.4009,0.1086134,0.03959703,3,1,0
432.7014,0.1067954,0.01028836,3,1,0
442.5135,0.1068091,0.008744681,3,1,0
444.0325,0.1121264,0.005429443,3,1,0
445.5477,0.1057228,0.0293149,3,1,0
450.6004,0.106856,0.02644439,3,1,0
475.9301,0.1048326,0.05054041,3,1,0
477.7888,0.1098236,0.08587605,3,1,0
497.7072,0.118167,0.02995628,3,1,0
501.3226,0.1068059,0.005994609,3,1,0
504.1206,0.1068082,0.01347355,3,1,0
505.4551,0.1068132,0.01566423,3,1,0
545.5072,0.1093466,0.02539644,3,1,0
553.1371,0.106815,0.01934189,3,1,0
555.2404,0.1068022,0.005679876,3,1,0
559.828,0.106798,0.003560215,3,1,0
566.486,0.1044107,0.02631399,3,1,0
581.9578,0.1062021,0.06070643,3,1,0
591.4199,0.1068005,0.00278745,3,1,0
594.5034,0.1068158,0.01263351,3,1,0
596.1214,0.1068152,0.01039771,3,1,0
608.6931,0.1068098,0.01137516,3,1,0
620.8733,0.1040044,0.06470015,3,1,0
630.2911,0.1075283,0.02196618,3,1,0
633.2579,0.1067943,0.007513546,3,1,0
648.8384,0.1068003,0.02066751,3,1,0
665.9708,0.1068024,0.003166923,3,1,0
671.0153,0.1083037,0.1133312,3,1,0
675.3309,0.1068021,0.008190309,3,1,0
677.9879,0.1068026,0.00698252,3,1,0
697.4611,0.1108532,0.04026634,3,1,0
699.5654,0.1068086,0.01850237,3,1,0
710.2022,0.106802,0.003169392,3,1,0
719.0641,0.1121345,0.01109495,3,1,0
721.5271,0.1104657,0.0535367,3,1,0
724.7751,0.1068118,0.02044755,3,1,0
744.1875,0.1061304,0.02519257,3,1,0
747.0084,0.1081519,0.03545948,3,1,0
763.9422,0.1068042,0.01125138,3,1,0
767.0701,0.1068052,0.01092663,3,1,0
771.4399,0.1105638,0.02589248,3,1,0
784.6266,0.1065131,0.03930041,3,1,0
787.1181,0.1067971,0.01298184,3,1,0
798.4779,0.1068007,0.008555474,3,1,0
808.2281,0.106803,0.01669965,3,1,0
813.0687,0.105474,0.04631466,3,1,0
815.0609,0.1121259,0.02296716,3,1,0
818.1934,0.1068,0.01049613,3,1,0
833.6702,0.1068062,0.0144363,3,1,0
836.3655,0.1058271,0.07828469,3,1,0
845.2602,0.1067999,0.01332134,3,1,0
851.0779,0.1053641,0.03421978,3,1,0
856.4492,0.1068056,0.02153106,3,1,0
860.7384,0.1130578,0.08175156,3,1,0
864.4424,0.1069091,0.02188085,3,1,0
885.6871,0.1078759,0.04349646,3,1,0
900.0586,0.1068064,0.01231953,3,1,0
903.5611,0.1069414,0.05605038,3,1,0
908.6129,0.1121346,0.01261412,3,1,0
910.8103,0.1076761,0.03846788,3,1,0
915.1551,0.115579,0.1768396,3,1,0
923.0907,0.1068042,0.01596831,3,1,0
934.3659,0.1067929,0.02062694,3,1,0
946.275,0.1121478,0.02546582,3,1,0
954.4334,0.1121409,0.01992391,3,1,0
959.0277,0.1074244,0.05902517,3,1,0
963.7274,0.106801,0.01032551,3,1,0
965.7417,0.106801,0.007710685,3,1,0
976.3321,0.1081631,0.0341854,3,1,0
978.8434,0.1054037,0.1011513,3,1,0
993.3752,0.1068003,0.0112935,3,1,0
1009.916,0.12,0.134371,3,1,0
1345.09,0.1200002,3.747876,3,1,0
