energy,W184 + photon [inclusive] width,n + W183 width,J,Pi,L
258.7967,0.07989895,0.07565615,1,-1,0
279.7896,0.07420765,0.1768763,1,-1,0
296.4111,0.09746157,0.02811281,1,-1,0
322.0263,0.08488372,0.0952194,1,-1,0
337.2295,0.07959549,0.007334887,1,-1,0
347.7287,0.08455989,0.1743436,1,-1,0
360.62,0.09152282,0.04445867,1,-1,0
377.7887,0.07759105,0.08908602,1,-1,0
391.0344,0.08961882,0.03318903,1,-1,0
417.9794,0.0899578,0.03393325,1,-1,0
429.5675,0.07983836,0.04560592,1,-1,0
460.1123,0.0846619,0.01682646,1,-1,0
480.4189,0.07701366,0.00175002,1,-1,0
512.976,0.07775352,0.004316937,1,-1,0
534.5916,0.09085639,0.02286529,1,-1,0
551.1461,0.07506078,0.07346285,1,-1,0
568.0752,0.09647282,0.02974446,1,-1,0
580.0686,0.07706811,0.002547212,1,-1,0
588.1111,0.09306811,0.03801629,1,-1,0
603.2409,0.09315927,0.08612945,1,-1,0
608.808,0.09714823,0.01751743,1,-1,0
647.1212,0.08227309,0.1614521,1,-1,0
676.3116,0.08746351,0.04714984,1,-1,0
690.5201,0.08510807,0.02031908,1,-1,0
700.9104,0.0897546,0.0295903,1,-1,0
723.3365,0.09289483,0.04258576,1,-1,0
752.5674,0.09431307,0.1971109,1,-1,0
761.8363,0.09047191,0.03885775,1,-1,0
779.9684,0.07840965,0.007466629,1,-1,0
792.3257,0.09979259,0.03013728,1,-1,0
808.1889,0.093611,0.05688559,1,-1,0
867.8372,0.09379451,0.05258018,1,-1,0
869.9741,0.06859398,0.1262179,1,-1,0
894.1553,0.08430324,0.06677981,1,-1,0
907.8967,0.07713342,0.001600881,1,-1,0
951.0917,0.08490253,0.05531012,1,-1,0
961.0562,0.08070476,0.1789765,1,-1,0
969.826,0.07715341,0.003054676,1,-1,0
983.7953,0.08096515,0.01384349,1,-1,0
1000.003,0.0827055,0.1401503,1,-1,0
1007.246,0.08978711,0.06316513,1,-1,0
1010.73,0.06960854,0.2403965,1,-1,0
1062.589,0.0857361,0.05832309,1,-1,0
1084.038,0.07237909,0.4814473,1,-1,0
1114.726,0.0882957,0.0560503,1,-1,0
1128.962,0.04854502,0.0306011,1,-1,0
1141.589,0.08484219,0.6151199,1,-1,0
1151.36,0.077,0.05504117,1,-1,0
1166.277,0.08132406,0.02011188,1,-1,0
1194.693,0.09233816,0.03628744,1,-1,0
1202.065,0.07713747,0.004488181,1,-1,0
1210.341,0.077,0.003915249,1,-1,0
1241.311,0.09198073,0.4688809,1,-1,0
1273.742,0.08914695,0.05658468,1,-1,0
1289.315,0.07867525,0.01561881,1,-1,0
1313.712,0.07315193,0.1791996,1,-1,0
1327.019,0.077,0.01108333,1,-1,0
1331.605,0.077,0.02583831,1,-1,0
1370.384,0.07551428,0.1941195,1,-1,0
1384.081,0.08440105,0.03753334,1,-1,0
1395.306,0.09516582,0.06323589,1,-1,0
1399.526,0.08749512,0.0905139,1,-1,0
1443.665,0.07716848,0.008589962,1,-1,0
1446.37,0.08690732,0.02795488,1,-1,0
1461.388,0.08785057,0.04400223,1,-1,0
1482.417,0.077,0.02330324,1,-1,0
1513.175,0.07766078,0.2695847,1,-1,0
1559.308,0.07780813,0.01040294,1,-1,0
1567.911,0.08713943,0.0448835,1,-1,0
1585.008,0.08217574,0.03724799,1,-1,0
1587.997,0.08253685,0.0439565,1,-1,0
1636.02,0.08159189,0.02287234,1,-1,0
1664.046,0.06849926,0.3267338,1,-1,0
1693.185,0.0789819,0.03965406,1,-1,0
1710.689,0.07410643,0.1477128,1,-1,0
1711.667,0.07598282,0.2303985,1,-1,0
1738.325,0.07733238,0.100956,1,-1,0
1754.6,0.08136238,0.0923857,1,-1,0
1766.29,0.09705526,0.07265364,1,-1,0
1784.867,0.08474051,0.05379611,1,-1,0
1806.096,0.08832205,0.06744289,1,-1,0
1811.139,0.07906289,0.01745316,1,-1,0
1826.587,0.07854968,0.0228713,1,-1,0
1836.533,0.07176067,0.4369839,1,-1,0
1847.222,0.05652056,0.02035548,1,-1,0
1857.768,0.0752703,0.5832507,1,-1,0
1866.952,0.0765802,0.2780539,1,-1,0
1886.004,0.077,0.005380779,1,-1,0
1908.125,0.09184381,0.1361532,1,-1,0
1923.938,0.0710756,0.1200195,1,-1,0
1950.407,0.08566195,0.07535129,1,-1,0
1955.388,0.09183288,0.1801394,1,-1,0
1994.893,0.06987096,0.2999456,1,-1,0
1999.704,0.0828877,0.1709944,1,-1,0
2017.077,0.08715795,0.06415155,1,-1,0
2045.764,0.08242912,1.242557,1,-1,0
2065.866,0.07783689,0.382543,1,-1,0
2084.188,0.08020656,0.06893113,1,-1,0
2098.485,0.07017306,0.1140621,1,-1,0
2116.214,0.07873901,0.01973587,1,-1,0
2122.652,0.06550309,0.09240155,1,-1,0
2145.882,0.06666611,0.111222,1,-1,0
2158.994,0.0826269,0.3828023,1,-1,0
2168.408,0.06880199,0.3465112,1,-1,0
2195.548,0.077,0.05229965,1,-1,0
2219.014,0.08065115,0.8486471,1,-1,0
2237.969,0.07740127,0.2137753,1,-1,0
2252.986,0.09478488,0.8103833,1,-1,0
2282.171,0.09354137,0.1423518,1,-1,0
2292.423,0.07302099,0.1214663,1,-1,0
2315.707,0.07700366,0.5946961,1,-1,0
2350.47,0.08485442,0.1737447,1,-1,0
2360.616,0.077,0.0104115,1,-1,0
2364.808,0.077,0.002135564,1,-1,0
2365.679,0.077,0.03668273,1,-1,0
2401.598,0.07797551,0.03416778,1,-1,0
2403.917,0.06976952,0.02155985,1,-1,0
2413.993,0.077,0.02542419,1,-1,0
2415.604,0.077,0.002535325,1,-1,0
2440.671,0.06585942,0.1226574,1,-1,0
2444.545,0.07631654,1.157544,1,-1,0
2488.733,0.077,0.07799543,1,-1,0
2504.13,0.077,0.02073189,1,-1,0
2520.959,0.07746712,0.9319794,1,-1,0
2548.426,0.0810147,0.1109466,1,-1,0
2574.01,0.08486284,0.1567813,1,-1,0
2589.797,0.08388146,0.184583,1,-1,0
2639.901,0.0738865,0.9164487,1,-1,0
2661.283,0.07831344,0.1074531,1,-1,0
2681.355,0.07606117,0.5791483,1,-1,0
2695.598,0.077,0.009151592,1,-1,0
2722.171,0.07201215,0.08633926,1,-1,0
2739.995,0.077,0.1966794,1,-1,0
2772.617,0.07828584,0.31965,1,-1,0
2786.372,0.077,0.06595985,1,-1,0
2811.048,0.0800635,0.06909379,1,-1,0
2819.177,0.077,0.002251141,1,-1,0
2833.868,0.084051,0.07918737,1,-1,0
2852.385,0.08796312,0.1389623,1,-1,0
2869.457,0.077,0.05965217,1,-1,0
2903.586,0.077,0.005337399,1,-1,0
2910.017,0.077,0.01693943,1,-1,0
2915.866,0.07438591,0.223083,1,-1,0
2949.909,0.05009927,0.198142,1,-1,0
2967.754,0.07311401,0.3047911,1,-1,0
3020.583,0.077,0.008531037,1,-1,0
3042.816,0.07632279,0.6399308,1,-1,0
3063.383,0.077,0.1149498,1,-1,0
3076.543,0.077,0.04208771,1,-1,0
3094.777,0.077,0.04420492,1,-1,0
3097.996,0.077,0.01844237,1,-1,0
3107.766,0.08897721,0.1664205,1,-1,0
3123.367,0.077,0.008601268,1,-1,0
3147.857,0.08006736,0.2063849,1,-1,0
3182.485,0.07720035,0.1115624,1,-1,0
3214.571,0.07163375,0.1693048,1,-1,0
3232.667,0.07589441,0.5109621,1,-1,0
3269.396,0.08882401,0.0974979,1,-1,0
3303.211,0.08858194,0.1359884,1,-1,0
3318.027,0.09091206,0.1826002,1,-1,0
3346.328,0.09467799,0.09797491,1,-1,0
3374.727,0.09589951,0.8284853,1,-1,0
3382.231,0.07632627,0.1655116,1,-1,0
3399.195,0.08216955,0.1372573,1,-1,0
3407.72,0.077,0.008918522,1,-1,0
3419.99,0.077,0.1277216,1,-1,0
3431.734,0.077,0.007988486,1,-1,0
3445.648,0.077,0.08007003,1,-1,0
3458.513,0.06988677,0.02772064,1,-1,0
3476.741,0.077,0.03142387,1,-1,0
3500.647,0.07793764,0.05937791,1,-1,0
3513.265,0.08593054,0.2112414,1,-1,0
3527.341,0.0804939,0.1331748,1,-1,0
3537.724,0.077,0.03019585,1,-1,0
3570.058,0.077,0.09012613,1,-1,0
3597.457,0.08714086,0.2660989,1,-1,0
3634.396,0.08351762,0.06815599,1,-1,0
3646.397,0.07724992,0.01507485,1,-1,0
3684.161,0.07915915,0.1735698,1,-1,0
3711.405,0.077,0.0103258,1,-1,0
3740.21,0.06284526,0.219264,1,-1,0
3756.956,0.07566678,0.1159805,1,-1,0
3794.807,0.08005962,0.3735987,1,-1,0
3813.671,0.077,0.01945252,1,-1,0
3824.359,0.07555741,0.0271652,1,-1,0
3847.995,0.08357949,0.08677844,1,-1,0
3873.357,0.077,0.1465554,1,-1,0
3896.88,0.08036092,0.6123069,1,-1,0
3922.027,0.08903834,0.7988773,1,-1,0
3936.427,0.077,0.05587046,1,-1,0
3958.932,0.08882067,0.3713847,1,-1,0
3966.858,0.077,0.2556147,1,-1,0
3990.96,0.07832242,0.1404821,1,-1,0
3999.601,0.077,0.03867919,1,-1,0
4034.652,0.077,0.07043189,1,-1,0
4036.815,0.077,0.02440162,1,-1,0
4060.948,0.08005394,0.4686697,1,-1,0
4076.442,0.07786987,0.07236538,1,-1,0
4091.73,0.08156948,0.1888299,1,-1,0
4093.386,0.0824906,0.2515631,1,-1,0
4118.725,0.077,0.1552474,1,-1,0
4142.584,0.08155158,0.3233852,1,-1,0
4157.973,0.08025928,0.09307559,1,-1,0
4172.174,0.077,0.02792901,1,-1,0
4182.101,0.077,0.02295412,1,-1,0
4197.637,0.077,0.08927088,1,-1,0
4207.745,0.07437488,0.359815,1,-1,0
4212.759,0.0737714,0.1088029,1,-1,0
4249.857,0.077,0.1520729,1,-1,0
4264.862,0.08041872,0.20001,1,-1,0
4273.622,0.07877269,0.07174153,1,-1,0
4303.594,0.077,0.2283855,1,-1,0
4330.296,0.09025012,0.6546702,1,-1,0
4339.839,0.07734654,0.9859347,1,-1,0
4350.38,0.077,0.04266293,1,-1,0
4376.219,0.077,0.1366422,1,-1,0
4400.448,0.09695389,0.5312596,1,-1,0
4439.948,0.07678634,0.1294444,1,-1,0
4448.821,0.08251509,0.2622489,1,-1,0
4499.033,0.09391744,0.7077215,1,-1,0
4549.178,0.07705188,0.0670396,1,-1,0
4556.899,0.0662541,0.1159802,1,-1,0
4602.767,0.077,0.2768631,1,-1,0
4610.089,0.08879875,0.6432815,1,-1,0
4620.323,0.07711356,0.009930671,1,-1,0
4635.459,0.07695992,0.008616106,1,-1,0
4669.374,0.077,0.2086857,1,-1,0
4690.285,0.08873493,0.3430509,1,-1,0
4715.909,0.077,0.1176556,1,-1,0
4759.248,0.07694594,0.013347,1,-1,0
4767.187,0.077,0.1023258,1,-1,0
4780.371,0.077,0.02059882,1,-1,0
4814.115,0.08440298,0.447663,1,-1,0
4840.235,0.08648779,0.3954524,1,-1,0
4933.733,0.08940325,1.276927,1,-1,0
4954.56,0.08428914,0.129312,1,-1,0
4962.762,0.07771371,0.5647954,1,-1,0
4984.768,0.077,0.204877,1,-1,0
5024.257,0.08014,0.2159423,1,-1,0
5045.868,0.08014,0.00129785,1,-1,0
5065.869,0.08014,0.0008272639,1,-1,0
1071.917,0.077,0.01558577,1,1,1
1630.386,0.077,0.02457113,1,1,1
2224.939,0.08997681,0.0354262,1,1,1
2512.062,0.077,0.07585355,1,1,1
2646.164,0.06747383,0.01537039,1,1,1
2803.2,0.07637974,0.005652398,1,1,1
3084.637,0.06940862,0.00206886,1,1,1
3164.517,0.07970496,0.01264681,1,1,1
3195.111,0.07720035,0.007104116,1,1,1
3246.788,0.077,0.05882941,1,1,1
2613.674,0.08815415,0.003153551,2,1,1
2717.896,0.07321391,0.002577904,2,1,1
2881.837,0.07128075,0.03441141,2,1,1
2992.459,0.077,0.03656796,2,1,1
3006.046,0.07557282,0.07999908,2,1,1
3781.2,0.077,0.06761522,2,1,1
4473.886,0.077,0.01544348,2,1,1
4650.631,0.06298723,0.1958352,2,1,1
4748.193,0.077,0.1078498,2,1,1
4826.748,0.077,0.04396792,2,1,1
4907.154,0.077,0.08499877,2,1,1
