energy,Pu242 + photon [inclusive] width,n + Pu241 width,J,Pi,L
80.196,0.03466,0.004239,3,1,0
84.20099,0.03466,0.0002771,3,1,0
85.396,0.03466,0.001968,3,1,0
85.73,0.03466,0.003836,3,1,0
86.96,0.03466,0.005218,3,1,0
88.854,0.03466,0.0004592,3,1,0
90.703,0.03466,0.001173,3,1,0
93.729,0.03466,0.0002391,3,1,0
96.028,0.03466,0.0004406,3,1,0
97.569,0.03466,0.0005039,3,1,0
98.343,0.03466,0.006611,3,1,0
99.72899,0.03466,0.001941,3,1,0
101.49,0.03466,0.0009612,3,1,0
103.6,0.03466,0.001018,3,1,0
107.95,0.03466,0.001183,3,1,0
109.11,0.03466,0.001908,3,1,0
110.45,0.03466,0.0003599,3,1,0
114.94,0.03466,0.0002634,3,1,0
115.6,0.03466,0.0002121,3,1,0
119.06,0.03466,0.0001667,3,1,0
120.25,0.03466,0.0002563,3,1,0
122.27,0.03466,0.004893,3,1,0
125.96,0.03466,0.0001781,3,1,0
126.16,0.03466,0.0002794,3,1,0
130.36,0.03466,0.001661,3,1,0
133.15,0.03466,0.002178,3,1,0
134.63,0.03466,0.004402,3,1,0
138.3,0.03466,0.003404,3,1,0
145.06,0.03466,0.001196,3,1,0
146.43,0.03466,0.002275,3,1,0
150.2,0.03466,7.557e-05,3,1,0
152.43,0.03466,0.001251,3,1,0
153.66,0.03466,0.006732,3,1,0
156.33,0.03466,0.00035,3,1,0
160.64,0.03466,0.002345,3,1,0
161.68,0.03466,0.0002,3,1,0
164.59,0.03466,0.002699,3,1,0
166.12,0.03466,0.0002,3,1,0
167.16,0.03466,0.0006797,3,1,0
169.66,0.03466,0.001264,3,1,0
171.36,0.03466,0.0002,3,1,0
172.99,0.03466,0.0004442,3,1,0
174.19,0.03466,0.009841,3,1,0
174.94,0.03466,0.006881,3,1,0
177.09,0.03466,0.001261,3,1,0
177.82,0.03466,0.00015,3,1,0
182.82,0.03466,0.007061,3,1,0
184.73,0.03466,0.0002,3,1,0
188.95,0.03466,0.001842,3,1,0
189.65,0.03466,0.002095,3,1,0
192.78,0.03466,0.0007748,3,1,0
195.55,0.03466,0.0001888,3,1,0
195.87,0.03466,0.01409,3,1,0
197.0,0.03466,0.0009108,3,1,0
197.97,0.03466,0.003171,3,1,0
200.78,0.03466,0.000759,3,1,0
205.9,0.03466,0.005703,3,1,0
207.46,0.03466,0.002185,3,1,0
210.42,0.03466,0.001537,3,1,0
213.34,0.03466,0.0001332,3,1,0
214.54,0.03466,0.005123,3,1,0
217.69,0.03466,0.0173,3,1,0
221.26,0.03466,0.0005016,3,1,0
224.68,0.03466,0.0004,3,1,0
225.9,0.03466,0.003382,3,1,0
229.23,0.03466,0.002723,3,1,0
230.22,0.03466,0.003447,3,1,0
233.24,0.03466,0.02113,3,1,0
234.58,0.03466,0.003167,3,1,0
237.49,0.03466,0.0005251,3,1,0
243.66,0.03466,0.01605,3,1,0
244.9,0.03466,0.003751,3,1,0
248.52,0.03466,0.009865,3,1,0
250.51,0.03466,0.0008202001,3,1,0
255.15,0.03466,0.003958,3,1,0
258.31,0.03466,0.01837,3,1,0
263.69,0.03466,0.001578,3,1,0
266.43,0.03466,0.001897,3,1,0
269.48,0.03466,0.0004267,3,1,0
271.6,0.03466,0.01006,3,1,0
273.99,0.03466,0.001604,3,1,0
277.02,0.03466,0.01232,3,1,0
280.06,0.03466,0.001501,3,1,0
281.5,0.03466,0.0007467,3,1,0
284.42,0.03466,0.006969,3,1,0
285.46,0.03466,0.003488,3,1,0
288.4,0.03466,0.0002418,3,1,0
290.94,0.03466,0.001146,3,1,0
293.42,0.03466,0.001837,3,1,0
294.29,0.03466,0.002758,3,1,0
297.53,0.03466,0.01346,3,1,0
320.0,0.03466,0.01879,3,1,0
