energy,Cr53 + photon [inclusive] width,n + Cr52 width,J,Pi,L
19357.77,0.5432664,0.004264963,0.5,-1,1
24855.16,0.3225036,0.006925105,0.5,-1,1
33918.04,0.45,0.74118,0.5,-1,1
34325.29,0.4699217,0.2380333,0.5,-1,1
47945.3,0.45,0.99643,0.5,-1,1
48252.53,0.369807,9.704166,0.5,-1,1
50120.0,0.45,0.225,0.5,-1,1
57743.5,0.67,160.19,0.5,-1,1
68230.0,0.45,0.16364,0.5,-1,1
122910.0,1.77,8.0,0.5,-1,1
139469.0,1.325801,162.3366,0.5,-1,1
199540.8,0.4510262,0.1801303,0.5,-1,1
236904.9,0.5086498,1178.365,0.5,-1,1
249099.7,0.45,0.1492256,0.5,-1,1
250528.3,0.9060108,400.04,0.5,-1,1
251637.4,0.7100278,300.1999,0.5,-1,1
260899.8,0.45,0.1528351,0.5,-1,1
283240.5,0.7100063,605.0818,0.5,-1,1
311756.2,1.666889,595.6976,0.5,-1,1
362667.7,1.399129,34.50848,0.5,-1,1
378638.5,1.572966,439.0409,0.5,-1,1
399533.4,0.4494198,675.5323,0.5,-1,1
474228.0,0.4892262,139.4063,0.5,-1,1
641904.4,0.45,411.68,0.5,-1,1
674845.5,0.45,505.63,0.5,-1,1
705970.9,0.45,2728.0,0.5,-1,1
720479.7,0.45,183.83,0.5,-1,1
732126.8,0.45,872.52,0.5,-1,1
804356.3,0.45,648.92,0.5,-1,1
816528.6,0.45,826.8,0.5,-1,1
965536.2,0.45,227.55,0.5,-1,1
1037350.0,0.45,291.35,0.5,-1,1
1051776.0,0.45,376.33,0.5,-1,1
1079280.0,0.45,283.23,0.5,-1,1
1081028.0,0.45,67.826,0.5,-1,1
1106564.0,0.45,1932.9,0.5,-1,1
1113348.0,0.45,647.95,0.5,-1,1
1182492.0,0.45,788.33,0.5,-1,1
1193238.0,0.45,219.82,0.5,-1,1
1210724.0,0.45,609.39,0.5,-1,1
1258131.0,0.45,24.656,0.5,-1,1
1272169.0,0.45,1204.3,0.5,-1,1
1280112.0,0.45,58.109,0.5,-1,1
1328191.0,0.45,193.74,0.5,-1,1
1339729.0,0.45,427.4,0.5,-1,1
1493000.0,0.45,208.55,0.5,-1,1
1625.867,0.67,0.0312,1.5,-1,1
22950.14,0.285,3.5,1.5,-1,1
27598.59,0.45,0.81563,1.5,-1,1
78821.84,0.45,0.32885,1.5,-1,1
94946.74,0.27242,30.407,1.5,-1,1
106430.5,0.645,16.154,1.5,-1,1
130627.0,0.6638328,144.5272,1.5,-1,1
166118.3,0.4313193,0.2136439,1.5,-1,1
176997.6,0.2492081,16.37277,1.5,-1,1
198484.8,0.3517061,31.05447,1.5,-1,1
247390.1,0.4400148,410.2022,1.5,-1,1
258199.7,0.4400154,268.5035,1.5,-1,1
267458.5,0.45,0.2494478,1.5,-1,1
274017.4,0.45,0.5058906,1.5,-1,1
289900.7,0.45,0.6110652,1.5,-1,1
295405.9,0.375,15.45724,1.5,-1,1
317361.4,0.4330921,28.53953,1.5,-1,1
324433.6,0.8668197,0.7273224,1.5,-1,1
330989.4,0.3335379,45.2604,1.5,-1,1
347056.4,0.3862869,376.0185,1.5,-1,1
352767.6,0.4555511,83.96448,1.5,-1,1
353425.6,0.3581164,88.1766,1.5,-1,1
393801.9,0.6953284,51.2466,1.5,-1,1
403368.4,0.6051691,106.6133,1.5,-1,1
422482.7,0.4328402,0.466333,1.5,-1,1
470147.9,0.4655794,119.6574,1.5,-1,1
501900.0,1.826311,90.38308,1.5,-1,1
511847.7,0.5262471,77.33836,1.5,-1,1
531410.3,0.5010148,129.7289,1.5,-1,1
564067.5,1.32,253.79,1.5,-1,1
565829.8,1.32,32.628,1.5,-1,1
573531.8,1.32,233.25,1.5,-1,1
577696.2,1.32,77.834,1.5,-1,1
584071.9,1.32,24.299,1.5,-1,1
592016.4,1.32,142.11,1.5,-1,1
599212.9,1.32,148.3,1.5,-1,1
608328.3,0.45,546.63,1.5,-1,1
635701.6,0.45,468.16,1.5,-1,1
716118.4,0.45,115.56,1.5,-1,1
728385.5,0.45,18.811,1.5,-1,1
741101.9,0.45,377.72,1.5,-1,1
768628.8,0.45,442.02,1.5,-1,1
779710.6,0.45,184.15,1.5,-1,1
869972.9,0.45,471.49,1.5,-1,1
885119.4,0.45,291.36,1.5,-1,1
889264.3,0.45,982.83,1.5,-1,1
901157.8,0.45,425.38,1.5,-1,1
935493.9,0.45,594.15,1.5,-1,1
939859.9,0.45,856.3,1.5,-1,1
994182.9,0.45,95.374,1.5,-1,1
995165.9,0.45,80.102,1.5,-1,1
1005748.0,0.45,386.76,1.5,-1,1
1030748.0,0.45,151.58,1.5,-1,1
1069072.0,0.45,309.22,1.5,-1,1
1078282.0,0.45,256.46,1.5,-1,1
1086999.0,0.45,443.44,1.5,-1,1
1090139.0,0.45,22.927,1.5,-1,1
1109752.0,0.45,295.36,1.5,-1,1
1115999.0,0.45,491.39,1.5,-1,1
1118272.0,0.45,885.92,1.5,-1,1
1209375.0,0.45,291.69,1.5,-1,1
1247413.0,0.45,464.42,1.5,-1,1
1260718.0,0.45,1586.7,1.5,-1,1
1289361.0,0.45,235.62,1.5,-1,1
1346959.0,0.45,138.12,1.5,-1,1
1362756.0,0.45,202.7,1.5,-1,1
1371031.0,0.45,12.32,1.5,-1,1
1388314.0,0.45,1160.6,1.5,-1,1
1397582.0,0.45,2276.5,1.5,-1,1
1399619.0,0.45,2756.3,1.5,-1,1
1428000.0,0.45,163.1194,1.5,-1,1
1455000.0,0.45,664.56,1.5,-1,1
1463000.0,0.45,866.64,1.5,-1,1
1477000.0,0.45,12.226,1.5,-1,1
1488000.0,0.45,1174.3,1.5,-1,1
111795.4,0.7027818,8.5958,1.5,1,2
113040.0,0.3946698,0.40625,1.5,1,2
115200.0,0.1308737,0.4163286,1.5,1,2
143365.4,0.19694,0.3448931,1.5,1,2
165028.9,0.3681887,2.155505,1.5,1,2
184910.1,0.2968272,55.47716,1.5,1,2
190224.2,0.9449546,30.77807,1.5,1,2
201061.3,0.9850037,15.12529,1.5,1,2
231589.4,0.290512,99.13369,1.5,1,2
234259.0,0.4573981,3.170632,1.5,1,2
245600.2,0.65,0.2593697,1.5,1,2
284746.1,0.3900011,27.9699,1.5,1,2
328490.2,0.3695612,3.680313,1.5,1,2
357141.2,0.3496244,0.9314091,1.5,1,2
383272.5,0.2218076,13.79491,1.5,1,2
426584.7,0.6775632,80.12916,1.5,1,2
430178.1,0.4954516,8.858182,1.5,1,2
475923.6,1.724219,8.050261,1.5,1,2
483415.2,0.3990643,11.93161,1.5,1,2
504333.6,0.868156,143.5809,1.5,1,2
543661.0,0.8802752,46.96786,1.5,1,2
547271.7,0.6279074,0.4732507,1.5,1,2
586474.7,1.32,15.441,1.5,1,2
622727.1,0.65,115.99,1.5,1,2
638580.9,0.65,45.599,1.5,1,2
661917.9,0.65,6.4574,1.5,1,2
699361.4,0.65,54.208,1.5,1,2
721919.8,0.65,31.304,1.5,1,2
735654.8,0.65,76.554,1.5,1,2
737417.1,0.65,582.5,1.5,1,2
758305.1,0.65,829.53,1.5,1,2
787724.2,0.65,85.718,1.5,1,2
812353.0,0.65,16.927,1.5,1,2
822225.3,0.65,228.55,1.5,1,2
850585.7,0.65,126.18,1.5,1,2
864136.8,0.65,214.83,1.5,1,2
871755.4,0.65,552.49,1.5,1,2
872359.8,0.65,843.81,1.5,1,2
879493.9,0.65,831.49,1.5,1,2
881632.6,0.65,454.15,1.5,1,2
973053.3,0.65,233.3,1.5,1,2
1029081.0,0.65,205.2,1.5,1,2
1055611.0,0.65,243.99,1.5,1,2
1067710.0,0.65,543.32,1.5,1,2
1095573.0,0.65,679.44,1.5,1,2
1185623.0,0.65,394.63,1.5,1,2
1213893.0,0.65,2802.4,1.5,1,2
1287673.0,0.65,565.97,1.5,1,2
1299446.0,0.65,602.37,1.5,1,2
1301317.0,0.65,294.24,1.5,1,2
1306539.0,0.65,1359.4,1.5,1,2
1311691.0,0.65,370.47,1.5,1,2
1322519.0,0.65,743.21,1.5,1,2
1364690.0,0.65,1429.7,1.5,1,2
1434000.0,0.65,701.3825,1.5,1,2
1443000.0,0.65,581.8872,1.5,1,2
1452000.0,0.65,818.0,1.5,1,2
1482000.0,0.65,3260.0,1.5,1,2
109800.0,0.3349087,0.6567,2.5,1,2
152943.5,0.6949925,2.42044,2.5,1,2
204729.8,0.4474582,0.6134513,2.5,1,2
206863.5,0.4006087,0.8951978,2.5,1,2
224937.1,0.6900362,0.4020116,2.5,1,2
234977.1,0.9190592,72.03752,2.5,1,2
243250.1,0.4866707,24.61567,2.5,1,2
283778.1,0.5166699,15.57958,2.5,1,2
305058.6,1.258086,180.2418,2.5,1,2
307327.9,0.6784027,74.50999,2.5,1,2
330069.6,0.6673144,60.82156,2.5,1,2
339220.9,0.2862709,4.474606,2.5,1,2
345994.3,1.160188,66.86843,2.5,1,2
377947.4,0.6498749,17.98657,2.5,1,2
386487.3,0.9526556,171.6875,2.5,1,2
419817.9,0.2399361,39.20081,2.5,1,2
435099.8,0.8661533,1.063695,2.5,1,2
440227.5,0.9391505,0.6604246,2.5,1,2
446398.5,0.6228327,353.8506,2.5,1,2
457664.6,0.8077743,0.2856968,2.5,1,2
466142.4,0.5959238,4.054861,2.5,1,2
469019.7,0.9966987,42.49448,2.5,1,2
487155.8,0.552993,23.43814,2.5,1,2
490645.0,0.3814861,130.5916,2.5,1,2
498228.9,1.296816,0.3006534,2.5,1,2
522000.7,0.4284622,0.7428943,2.5,1,2
533964.1,0.8543174,166.3296,2.5,1,2
540804.7,1.067288,240.4311,2.5,1,2
549476.1,0.744894,0.7349485,2.5,1,2
553618.4,1.32,203.21,2.5,1,2
570165.3,1.32,38.026,2.5,1,2
580465.2,1.32,609.62,2.5,1,2
585375.2,1.32,52.939,2.5,1,2
604871.6,0.65,54.235,2.5,1,2
613911.7,0.65,360.39,2.5,1,2
618992.8,0.65,17.189,2.5,1,2
630018.0,0.65,187.11,2.5,1,2
640504.9,0.65,201.75,2.5,1,2
644535.3,0.65,35.514,2.5,1,2
652014.5,0.65,33.314,2.5,1,2
655572.7,0.65,85.434,2.5,1,2
668581.8,0.65,28.947,2.5,1,2
673769.4,0.65,58.076,2.5,1,2
679501.1,0.65,17.284,2.5,1,2
685618.8,0.65,142.84,2.5,1,2
687725.3,0.65,47.613,2.5,1,2
693315.7,0.65,83.892,2.5,1,2
706336.8,0.65,399.21,2.5,1,2
725727.3,0.65,97.186,2.5,1,2
747376.9,0.65,1060.2,2.5,1,2
782994.9,0.65,14.081,2.5,1,2
802272.2,0.65,443.43,2.5,1,2
810219.5,0.65,119.19,2.5,1,2
842579.2,0.65,4.0917,2.5,1,2
866376.2,0.65,1771.2,2.5,1,2
892379.8,0.65,120.09,2.5,1,2
900333.2,0.65,541.94,2.5,1,2
911120.6,0.65,2685.6,2.5,1,2
940032.5,0.65,78.687,2.5,1,2
947032.1,0.65,58.624,2.5,1,2
954055.9,0.65,40.663,2.5,1,2
957780.8,0.65,529.78,2.5,1,2
961003.9,0.65,319.82,2.5,1,2
970472.1,0.65,918.32,2.5,1,2
982870.4,0.65,155.17,2.5,1,2
1001811.0,0.65,124.09,2.5,1,2
1003750.0,0.65,117.25,2.5,1,2
1012460.0,0.65,764.64,2.5,1,2
1034662.0,0.65,540.66,2.5,1,2
1050544.0,0.65,213.87,2.5,1,2
1092296.0,0.65,78.294,2.5,1,2
1107293.0,0.65,126.25,2.5,1,2
1111955.0,0.65,55.978,2.5,1,2
1118098.0,0.65,465.45,2.5,1,2
1123219.0,0.65,1540.7,2.5,1,2
1139526.0,0.65,160.35,2.5,1,2
1142600.0,0.65,330.07,2.5,1,2
1145034.0,0.65,53.443,2.5,1,2
1159050.0,0.65,2689.8,2.5,1,2
1171241.0,0.65,279.22,2.5,1,2
1175826.0,0.65,138.0,2.5,1,2
1181255.0,0.65,165.1,2.5,1,2
1190346.0,0.65,66.565,2.5,1,2
1191484.0,0.65,252.36,2.5,1,2
1197763.0,0.65,27.389,2.5,1,2
1203652.0,0.65,66.458,2.5,1,2
1215298.0,0.65,400.84,2.5,1,2
1219648.0,0.65,47.635,2.5,1,2
1220947.0,0.65,35.674,2.5,1,2
1222145.0,0.65,18.289,2.5,1,2
1224903.0,0.65,538.85,2.5,1,2
1231575.0,0.65,46.851,2.5,1,2
1237326.0,0.65,92.722,2.5,1,2
1239675.0,0.65,9.9165,2.5,1,2
1257561.0,0.65,4910.1,2.5,1,2
1259726.0,0.65,373.23,2.5,1,2
1268607.0,0.65,107.18,2.5,1,2
1277141.0,0.65,61.341,2.5,1,2
1285580.0,0.65,122.13,2.5,1,2
1294174.0,0.65,271.17,2.5,1,2
1296852.0,0.65,41.165,2.5,1,2
1304959.0,0.65,295.95,2.5,1,2
1313035.0,0.65,304.06,2.5,1,2
1315762.0,0.65,237.06,2.5,1,2
1319544.0,0.65,132.27,2.5,1,2
1323935.0,0.65,434.71,2.5,1,2
1334203.0,0.65,167.59,2.5,1,2
1352108.0,0.65,181.74,2.5,1,2
1355952.0,0.65,4055.5,2.5,1,2
1357935.0,0.65,202.46,2.5,1,2
1376978.0,0.65,490.09,2.5,1,2
1381960.0,0.65,37.193,2.5,1,2
1393351.0,0.65,514.48,2.5,1,2
1411000.0,0.65,453.224,2.5,1,2
1415000.0,0.65,246.3243,2.5,1,2
1420000.0,0.65,13.38287,2.5,1,2
1420000.0,0.65,1848.535,2.5,1,2
1427000.0,0.65,287.7177,2.5,1,2
1432000.0,0.65,118.0901,2.5,1,2
1437000.0,0.65,1519.288,2.5,1,2
1440000.0,0.65,615.6479,2.5,1,2
1445000.0,0.65,2172.859,2.5,1,2
1449000.0,0.65,5549.761,2.5,1,2
1466000.0,0.65,2310.1,2.5,1,2
1472000.0,0.65,1112.1,2.5,1,2
1484000.0,0.65,1315.1,2.5,1,2
