energy,Fe55 + photon [inclusive] width,n + Fe54 width,J,Pi,L
819953.5,0.4,5.42248,1.5,1,2
862270.8,0.4,2318.639,1.5,1,2
872305.6,0.4,0.0705226,1.5,1,2
923809.2,0.4,0.2697234,1.5,1,2
932952.4,0.4,107.2767,1.5,1,2
936556.4,0.4,135.8183,1.5,1,2
961672.9,0.4,112.3392,1.5,1,2
991145.7,0.4,94.50324,1.5,1,2
1020395.0,0.7,12.86129,1.5,1,2
1025416.0,0.7,21.47429,1.5,1,2
1032867.0,0.7,0.8407657,1.5,1,2
1034654.0,0.7,14.85668,1.5,1,2
1036976.0,0.7,200.8344,1.5,1,2
1037442.0,0.7,162.0103,1.5,1,2
1044659.0,0.7,0.2324646,1.5,1,2
1056393.0,0.7,15.82706,1.5,1,2
1063226.0,0.7,17.69481,1.5,1,2
1068528.0,0.7,2381.345,1.5,1,2
1069529.0,0.7,227.0916,1.5,1,2
1071085.0,0.7,56.06077,1.5,1,2
1083799.0,0.7,6.748964,1.5,1,2
1085802.0,0.7,1.336727,1.5,1,2
1087257.0,0.7,4.625587,1.5,1,2
1089521.0,0.7,0.04606651,1.5,1,2
1090365.0,0.7,2.13319,1.5,1,2
1097836.0,0.7,0.4604364,1.5,1,2
1107098.0,0.7,1.16545,1.5,1,2
1110852.0,0.7,0.3184407,1.5,1,2
1138229.0,0.7,10.98227,1.5,1,2
1138864.0,0.7,29.95481,1.5,1,2
1140031.0,0.7,12.56156,1.5,1,2
1144947.0,0.7,0.005943933,1.5,1,2
1160565.0,0.7,19.41732,1.5,1,2
1164436.0,0.7,4.292274,1.5,1,2
1172409.0,0.7,2.776853,1.5,1,2
1182174.0,0.7,2.143896,1.5,1,2
1183615.0,0.7,2.970873,1.5,1,2
1188969.0,0.7,2.718275,1.5,1,2
1193005.0,0.7,1868.313,1.5,1,2
1200100.0,0.7,12.43752,1.5,1,2
1206900.0,0.7,1.720366,1.5,1,2
1218000.0,0.7,1068.909,1.5,1,2
1226500.0,0.7,1.388803,1.5,1,2
1226900.0,0.7,6.263633,1.5,1,2
1231900.0,0.7,0.4681152,1.5,1,2
1234700.0,0.7,2314.244,1.5,1,2
1242600.0,0.7,29.28929,1.5,1,2
1243000.0,0.7,456.4524,1.5,1,2
1245700.0,0.7,0.3598557,1.5,1,2
1246500.0,0.7,6.446429,1.5,1,2
1247300.0,0.7,13.82621,1.5,1,2
1249300.0,0.7,807.977,1.5,1,2
1250100.0,0.7,86.99172,1.5,1,2
1252900.0,0.7,1.340302,1.5,1,2
1255300.0,0.7,0.3059559,1.5,1,2
1255700.0,0.7,33.50943,1.5,1,2
1258100.0,0.7,6.970356,1.5,1,2
1262200.0,0.7,3769.258,1.5,1,2
1264600.0,0.7,1110.896,1.5,1,2
1271100.0,0.7,3214.584,1.5,1,2
1272400.0,0.7,203.2512,1.5,1,2
1280200.0,0.7,6998.52,1.5,1,2
1285600.0,0.7,86.8033,1.5,1,2
1291900.0,0.7,205.7113,1.5,1,2
1296100.0,0.7,31.40329,1.5,1,2
1310522.0,0.7,162.6881,1.5,1,2
1342597.0,0.7,286.6731,1.5,1,2
1353687.0,0.7,6316.532,1.5,1,2
1373551.0,0.7,0.1034589,1.5,1,2
1386529.0,0.7,28.9836,1.5,1,2
1392287.0,0.7,206.0996,1.5,1,2
1400200.0,0.7,1.115285,1.5,1,2
1404400.0,0.7,1298.045,1.5,1,2
1419800.0,0.7,1121.747,1.5,1,2
1432900.0,0.7,0.0589191,1.5,1,2
1435400.0,0.7,0.5562327,1.5,1,2
1438800.0,0.7,2.492189,1.5,1,2
1455700.0,0.7,22.76831,1.5,1,2
1459800.0,0.7,2752.649,1.5,1,2
1465300.0,0.7,19.02441,1.5,1,2
1469400.0,0.7,2018.815,1.5,1,2
1480100.0,0.7,17.66491,1.5,1,2
126400.0,1.1,2.9,2.5,1,2
150470.0,0.96,2.6,2.5,1,2
177940.0,0.96,1.4,2.5,1,2
182360.0,0.4,56.095,2.5,1,2
194520.0,0.96,0.53,2.5,1,2
263500.0,0.4,3.5848,2.5,1,2
624161.0,0.4,128.0927,2.5,1,2
715125.5,0.4,3.506706,2.5,1,2
719656.4,0.4,47.9899,2.5,1,2
728256.8,0.4,6.731346,2.5,1,2
740659.2,0.4,191.7303,2.5,1,2
750633.6,0.4,3.794667,2.5,1,2
755525.1,0.4,2.078499,2.5,1,2
764322.8,0.4,10.46145,2.5,1,2
767175.1,0.4,1.961934,2.5,1,2
769895.2,0.4,174.2457,2.5,1,2
775908.2,0.4,181.5106,2.5,1,2
782397.3,0.4,385.6682,2.5,1,2
796507.4,0.4,6.345531,2.5,1,2
812209.8,0.4,0.2518495,2.5,1,2
830787.5,0.4,7.280372,2.5,1,2
846520.5,0.4,1.165599,2.5,1,2
856468.9,0.4,155.1788,2.5,1,2
863048.8,0.4,151.1368,2.5,1,2
869997.6,0.4,17.37354,2.5,1,2
875790.5,0.4,9.092705,2.5,1,2
881420.1,0.4,1593.016,2.5,1,2
886422.5,0.4,39.76289,2.5,1,2
901279.9,0.4,1208.135,2.5,1,2
912364.7,0.4,3.051593,2.5,1,2
938246.4,0.4,54.50844,2.5,1,2
939398.9,0.4,828.1391,2.5,1,2
941354.3,0.4,1.625061,2.5,1,2
942268.5,0.4,1.445374,2.5,1,2
943082.2,0.4,1.347471,2.5,1,2
952700.8,0.4,0.4198989,2.5,1,2
955527.1,0.4,105.2502,2.5,1,2
956579.9,0.4,63.38464,2.5,1,2
958443.8,0.4,103.4887,2.5,1,2
976965.6,0.4,287.3313,2.5,1,2
979448.2,0.4,87.38206,2.5,1,2
980524.8,0.4,0.978814,2.5,1,2
1001152.0,0.4,69.40802,2.5,1,2
