energy,Pb208 + photon [inclusive] width,n + Pb207 width,J,Pi,L
249883.9,0.174,177.9328,1,-1,1
262170.0,0.46988,98.999,1,-1,1
265435.6,0.567,181.2479,1,-1,1
284725.9,0.145,76.65062,1,-1,1
287524.5,0.567,64.00095,1,-1,1
297945.0,0.66,313.9062,1,-1,1
300090.2,0.567,48.00901,1,-1,1
306169.8,0.567,35.99341,1,-1,1
314111.6,0.567,218.5745,1,-1,1
335610.0,1.43,276.18,1,-1,1
368847.9,0.43,35.9955,1,-1,1
370085.4,0.567,163.9433,1,-1,1
379331.7,0.567,42.9912,1,-1,1
382711.9,0.567,50.66838,1,-1,1
385880.6,0.567,42.99713,1,-1,1
424289.9,0.567,231.2555,1,-1,1
427308.4,0.567,139.3129,1,-1,1
430204.2,0.567,218.5768,1,-1,1
466294.9,0.567,358.5196,1,-1,1
486517.5,0.567,34.73353,1,-1,1
499434.3,0.567,39.99963,1,-1,1
511852.8,0.567,174.6099,1,-1,1
537835.9,0.567,99.97556,1,-1,1
538568.0,0.567,199.937,1,-1,1
548330.5,0.567,50.66188,1,-1,1
565855.5,0.567,99.96167,1,-1,1
609230.0,0.567,386.67,1,-1,1
615774.2,0.567,738.5484,1,-1,1
632442.5,0.567,499.8133,1,-1,1
667473.7,0.567,1907.033,1,-1,1
686980.0,0.567,25067.0,1,-1,1
5000000.0,0.47,18000000.0,1,-1,1
568873.4,0.567,99.98104,1,-1,1
580862.3,0.567,161.2717,1,-1,1
3064.7,0.145,0.111,2,-1,1
10188.25,0.1450726,0.6557608,2,-1,1
16172.8,0.275,1.395,2,-1,1
29396.1,0.189,16.0,2,-1,1
48410.0,0.23,1.0,2,-1,1
68391.0,0.1,5.6,2,-1,1
82983.25,0.36,28.99708,2,-1,1
87797.51,0.063,7.997601,2,-1,1
98394.34,0.044,89.92128,2,-1,1
112045.4,0.21,39.9604,2,-1,1
127667.0,0.567,131.8663,2,-1,1
136582.9,0.18,15.5978,2,-1,1
139695.4,0.109,157.8671,2,-1,1
159097.3,0.98,40.41035,2,-1,1
171135.0,0.053,148.0046,2,-1,1
181180.0,0.46988,93.26,2,-1,1
186282.1,0.567,27.19724,2,-1,1
220241.8,0.567,157.9214,2,-1,1
224029.5,0.079,101.963,2,-1,1
240738.4,0.08,29.5925,2,-1,1
243536.8,0.46,57.17839,2,-1,1
249484.4,0.244,277.0631,2,-1,1
285003.5,0.567,102.7636,2,-1,1
323336.2,0.567,62.37808,2,-1,1
332410.0,0.21,85.804,2,-1,1
336581.0,0.567,141.5704,2,-1,1
346544.7,0.567,57.99015,2,-1,1
349887.4,0.567,33.19637,2,-1,1
359796.4,0.567,91.96954,2,-1,1
378744.0,0.567,19.19795,2,-1,1
395671.0,0.286,187.1511,2,-1,1
401519.7,0.31,215.121,2,-1,1
402437.5,0.567,239.4957,2,-1,1
412209.3,0.28,60.40369,2,-1,1
420673.7,0.567,110.7693,2,-1,1
446300.0,0.46988,150.46,2,-1,1
452459.5,1.05,7.998659,2,-1,1
457542.9,0.567,19.99718,2,-1,1
474694.3,0.567,7.999641,2,-1,1
479071.3,0.567,19.99729,2,-1,1
481406.2,0.567,23.19945,2,-1,1
484982.3,0.567,24.79968,2,-1,1
489024.4,0.567,24.79935,2,-1,1
489866.3,0.567,59.98857,2,-1,1
490688.9,0.567,99.98142,2,-1,1
493975.2,0.567,7.837728,2,-1,1
496655.2,0.567,419.7823,2,-1,1
509379.0,0.567,52.8016,2,-1,1
519867.6,0.567,134.3514,2,-1,1
522096.7,0.567,150.3527,2,-1,1
531640.1,0.567,17.6,2,-1,1
543500.3,0.567,499.7798,2,-1,1
558418.3,0.567,1509.545,2,-1,1
563473.8,0.567,159.8879,2,-1,1
573598.9,0.567,65.61342,2,-1,1
583432.4,0.567,20.00006,2,-1,1
585725.9,0.567,19.99882,2,-1,1
587642.9,0.567,40.78983,2,-1,1
591287.2,0.567,120.0138,2,-1,1
591700.8,0.567,119.9684,2,-1,1
593297.2,0.567,19.99993,2,-1,1
616054.2,0.567,108.5484,2,-1,1
616723.2,0.567,69.99783,2,-1,1
636102.9,0.567,499.8089,2,-1,1
637777.4,0.567,59.99477,2,-1,1
643230.1,0.567,399.9038,2,-1,1
652102.0,0.567,331.2034,2,-1,1
661381.0,0.567,555.9094,2,-1,1
668506.0,0.567,491.0478,2,-1,1
684360.0,0.567,30.4,2,-1,1
5000000.0,0.28,17000000.0,2,-1,1
181490.0,1.4222,46.737,1,1,2
256117.5,0.567,1386.488,1,1,2
310328.8,0.567,47.3296,1,1,2
316970.0,1.4222,24.578,1,1,2
331230.0,1.4222,2.6662,1,1,2
605750.0,0.567,50.0,1,1,2
617924.1,0.567,139.9735,1,1,2
5000000.0,1.4,25000000.0,1,1,2
149240.0,0.567,44.7989,2,1,2
153947.5,0.113,42.99977,2,1,2
209464.0,0.567,489.366,2,1,2
211794.1,0.567,69.9461,2,1,2
233270.7,0.567,31.77718,2,1,2
310029.1,0.567,74.17103,2,1,2
319560.0,1.4222,2488.3,2,1,2
355360.0,1.4222,110.69,2,1,2
428398.0,0.567,355.6661,2,1,2
462709.0,0.567,185.4932,2,1,2
471419.8,0.567,35.9652,2,1,2
475371.7,0.567,40.77028,2,1,2
548558.7,0.567,699.4903,2,1,2
556126.7,0.567,5.446564,2,1,2
612718.3,0.567,1317.899,2,1,2
622380.5,0.567,199.8789,2,1,2
652585.1,0.567,250.8798,2,1,2
5000000.0,1.4,9400000.0,2,1,2
528610.7,0.567,1724.196,2,1,2
647018.5,0.567,459.904,2,1,2
659746.0,0.567,836.1142,2,1,2
254437.3,1.218999,110.9975,3,1,2
329740.0,1.4222,307.21,3,1,2
414812.7,0.567,696.4416,3,1,2
472405.6,0.567,1897.928,3,1,2
597603.1,0.567,299.7616,3,1,2
602481.6,0.567,449.9821,3,1,2
604900.0,0.567,74.0,3,1,2
649262.6,0.567,599.4328,3,1,2
5000000.0,1.4,2300000.0,3,1,2
668746.0,0.567,0.1110478,4,-1,3
