energy,Cu64 + photon [inclusive] width,n + Cu63 width,J,Pi,L
205235.2,0.2406066,1.114097,2,-1,0
207033.8,0.03995777,1.231421,2,-1,0
208862.3,0.07912071,1.185182,2,-1,0
210643.4,0.1211836,1.114945,2,-1,0
211940.4,0.2142691,0.6480298,2,-1,0
214123.4,0.4204949,1.41258,2,-1,0
216221.6,0.07081558,1.09141,2,-1,0
217785.1,0.8471984,1.73208,2,-1,0
219777.5,0.2231704,1.289928,2,-1,0
221656.7,0.2298467,1.166872,2,-1,0
223271.6,0.1038133,1.243654,2,-1,0
225000.0,0.04846467,1.271672,2,-1,0
226904.5,0.06486088,1.117807,2,-1,0
228445.3,0.07505909,1.431103,2,-1,0
230510.6,0.09349573,1.82576,2,-1,0
232292.7,0.2769169,0.9966863,2,-1,0
234379.4,0.4044786,1.150159,2,-1,0
235414.9,0.09588841,1.158516,2,-1,0
237700.8,0.2595002,1.561496,2,-1,0
239497.0,0.1590504,1.382128,2,-1,0
241394.8,0.0873686,2.355891,2,-1,0
243359.8,0.1119229,1.367281,2,-1,0
244849.6,0.2015868,1.269935,2,-1,0
246594.1,0.1919419,1.462955,2,-1,0
248643.3,0.1372332,0.864107,2,-1,0
250038.5,0.3370584,1.839532,2,-1,0
251967.4,0.3461905,1.09644,2,-1,0
253861.2,0.3821317,1.51853,2,-1,0
255808.6,2.004683,1.677598,2,-1,0
257255.4,0.1697004,1.160958,2,-1,0
259711.4,0.1791087,1.125032,2,-1,0
261031.8,0.21402,0.986695,2,-1,0
262830.1,0.1662103,1.100998,2,-1,0
264808.6,0.1635198,0.9056919,2,-1,0
266047.2,0.3698527,1.634898,2,-1,0
267986.1,0.1265725,0.9680475,2,-1,0
270150.7,0.5491177,1.19237,2,-1,0
272249.2,0.1785573,1.274869,2,-1,0
273529.8,0.2426094,1.146273,2,-1,0
275420.4,0.2039887,1.109223,2,-1,0
277765.0,0.08592071,1.298344,2,-1,0
279016.1,0.1412222,1.227562,2,-1,0
281216.8,0.1462485,1.022849,2,-1,0
283251.4,0.1374701,1.100527,2,-1,0
284189.1,0.1226909,1.813566,2,-1,0
286516.4,0.1473269,1.465196,2,-1,0
288460.0,0.08947258,0.9467386,2,-1,0
289376.0,0.5710299,1.130873,2,-1,0
291283.6,0.4970587,1.962409,2,-1,0
293359.1,0.1057839,1.31435,2,-1,0
295953.2,0.2161496,1.175438,2,-1,0
296985.7,0.07787237,1.097088,2,-1,0
299157.2,0.2851581,1.528985,2,-1,0
301310.0,1.089757,2005.552,2,-1,0
307684.9,0.5006144,54.40159,2,-1,0
316007.2,0.5006178,21.93201,2,-1,0
331673.5,0.5249574,48440.76,2,-1,0
2216.315,0.6310807,0.07586839,0,1,1
5249.626,1.247357,0.05522085,0,1,1
5502.73,0.3564631,0.0117938,0,1,1
12596.41,0.2696623,0.003276272,0,1,1
13050.44,0.4593978,0.26909,0,1,1
13499.68,0.2623501,0.0002521731,0,1,1
15910.99,0.2747902,4.360952,0,1,1
16609.19,0.433704,6.225134,0,1,1
17297.27,0.3132162,0.5293224,0,1,1
23511.38,0.3256819,0.3371434,0,1,1
23613.04,0.6429247,1.649819,0,1,1
24356.27,0.2792291,9.545729,0,1,1
26847.06,0.2576851,0.0008856725,0,1,1
27025.91,0.5390803,4.328942,0,1,1
30199.34,0.3688188,1.699702,0,1,1
32323.61,0.3671575,9.57935,0,1,1
34799.52,0.4113876,38.31529,0,1,1
38745.97,0.247195,0.4731384,0,1,1
39769.3,0.481303,1.067953,0,1,1
46258.01,0.6476307,1.915196,0,1,1
53950.13,0.309552,4.339948,0,1,1
54074.08,0.3253141,7.487848,0,1,1
55018.39,0.4548187,1.503367,0,1,1
55502.04,0.2520701,1.104226,0,1,1
55632.12,0.072633,0.7483276,0,1,1
55616.82,0.644598,18.18615,0,1,1
58149.35,0.2337541,2.854603,0,1,1
65078.09,0.3081018,123.7152,0,1,1
76076.8,0.01877801,0.4633729,0,1,1
76346.75,0.6638496,147.6587,0,1,1
77659.1,0.4842207,4.713207,0,1,1
77925.06,0.7058513,32.48171,0,1,1
78081.36,0.7752002,7.70039,0,1,1
81350.55,1.847418,51.48508,0,1,1
84163.74,0.1468086,3.480515,0,1,1
92178.98,0.06147814,68.99031,0,1,1
98395.65,1.35099,46.05702,0,1,1
109028.6,0.02431924,10.3939,0,1,1
125624.3,1.565308,58.16424,0,1,1
135713.2,2.00989,56.8395,0,1,1
138819.4,11.2169,549.6386,0,1,1
140647.6,1.975418,259.2391,0,1,1
143575.5,2.981076,207.688,0,1,1
146277.4,2.631263,82.77261,0,1,1
148598.1,1.762352,82.45727,0,1,1
152852.8,0.5181613,213.0088,0,1,1
156664.5,8.595621,58.20655,0,1,1
159593.8,7.016462,419.0958,0,1,1
162057.9,0.6535173,39.6181,0,1,1
164544.4,0.9076336,-5.322944,0,1,1
170542.8,1.853992,308.6662,0,1,1
172869.1,3.29293,49.48044,0,1,1
176867.0,18.86303,-212.5726,0,1,1
178828.6,18.6268,401.1385,0,1,1
181998.0,12.67226,551.6192,0,1,1
182401.4,0.7588561,34.40204,0,1,1
188022.8,15.20613,480.154,0,1,1
189196.7,0.7831215,4.342412,0,1,1
191063.5,0.2722802,17.85034,0,1,1
195592.4,3.784823,123.7276,0,1,1
198468.3,22.51219,1180.197,0,1,1
200148.7,3.790201,-0.1076677,0,1,1
202586.3,9.130174,446.7304,0,1,1
204994.2,4.633038,131.7387,0,1,1
207903.9,1.387813,85.3362,0,1,1
210571.7,2.157448,33.11284,0,1,1
213146.9,9.272002,78.57801,0,1,1
215236.8,9.13033,58.9342,0,1,1
219075.2,4.869524,48.20168,0,1,1
221737.3,24.5527,755.6863,0,1,1
223786.6,11.89126,253.0231,0,1,1
226556.9,2.483338,191.6347,0,1,1
229507.9,9.906545,111.0149,0,1,1
231007.3,1.969528,-20.52545,0,1,1
234887.0,4.921524,16.62426,0,1,1
237815.1,10.67003,19.34592,0,1,1
240484.1,30.46336,553.1003,0,1,1
242275.6,15.98796,201.8722,0,1,1
245107.5,7.09551,285.3425,0,1,1
248763.2,8.543611,584.0717,0,1,1
250842.8,6.695764,-20.59589,0,1,1
253209.7,10.85723,968.3491,0,1,1
256592.4,5.007806,255.9482,0,1,1
258867.8,6.587964,412.0241,0,1,1
260404.2,5.046645,33.19502,0,1,1
264218.7,8.407707,112.1456,0,1,1
268603.4,1.003998,741.7254,0,1,1
268762.0,1.15533,703.0707,0,1,1
272923.8,8.270726,1071.233,0,1,1
274523.6,5.838303,23.61969,0,1,1
278874.4,6.888594,283.5339,0,1,1
280166.1,4.096499,234.023,0,1,1
281652.8,6.432169,1104.945,0,1,1
286492.7,5.483726,2500.124,0,1,1
288988.0,30.68039,638.1966,0,1,1
290368.3,6.43,4264.173,0,1,1
294041.6,2.659335,2741.564,0,1,1
296616.2,11.94118,591.6334,0,1,1
298194.4,4.436942,68699.13,0,1,1
3811.148,0.1041912,0.001203147,1,1,1
5083.015,0.2295449,0.0006647071,1,1,1
7091.43,0.2745106,1.113973,1,1,1
12891.32,0.2785752,1.055001,1,1,1
12946.86,0.4506268,0.09022674,1,1,1
14053.26,0.3287141,0.315466,1,1,1
14576.05,0.3230895,1.276635,1,1,1
14848.66,0.6397616,0.008440246,1,1,1
15863.55,0.2002972,9.492086,1,1,1
17812.11,1.884234,0.03704862,1,1,1
19822.68,0.3084395,1.830412,1,1,1
21700.76,0.1584263,0.02430707,1,1,1
22053.83,0.3121815,1.947345,1,1,1
23104.51,0.3102405,0.6616679,1,1,1
23352.15,0.2801204,1.604544,1,1,1
23882.39,0.3397299,2.14931,1,1,1
25212.53,0.3245747,2.032882,1,1,1
26054.11,0.3267081,0.1411305,1,1,1
26421.27,0.3270543,0.2047818,1,1,1
27218.05,0.4101731,2.674478,1,1,1
27865.03,0.3201299,0.2503583,1,1,1
28101.89,0.3252217,0.1879419,1,1,1
28629.78,0.3136104,0.49023,1,1,1
29094.51,0.3171562,0.2324802,1,1,1
30776.41,0.4066688,0.05985862,1,1,1
31226.05,0.3008272,0.2808835,1,1,1
32349.69,0.317765,1.224322,1,1,1
34050.72,1.014565,0.04322964,1,1,1
34092.66,0.3494453,5.379865,1,1,1
34764.92,0.2819844,0.1474625,1,1,1
35269.23,4.317647,0.06564877,1,1,1
35470.41,0.3024501,0.1470674,1,1,1
35769.6,0.3025178,2.081863,1,1,1
38425.11,0.2730817,1.33958,1,1,1
38690.87,0.2988851,2.216795,1,1,1
39345.59,0.3588939,1.710765,1,1,1
40956.0,0.2766898,1.428095,1,1,1
42250.57,0.1671109,0.01965814,1,1,1
42348.91,0.2980725,0.174012,1,1,1
43739.07,0.2213839,1.041023,1,1,1
43919.62,0.4273988,3.778223,1,1,1
44071.08,0.4276756,4.575001,1,1,1
45038.45,13.0055,0.09938804,1,1,1
45563.24,0.1873865,0.5562768,1,1,1
45597.01,0.2352947,0.5510089,1,1,1
46339.45,0.4618788,0.04095244,1,1,1
47711.34,0.3326651,0.1052385,1,1,1
47843.23,0.4905492,21.06523,1,1,1
47975.32,8.518566,0.2184295,1,1,1
48199.63,0.2706202,4.86051,1,1,1
48345.89,12.75529,0.1279958,1,1,1
48648.16,0.9421535,0.2408186,1,1,1
49386.34,0.4011344,0.5312478,1,1,1
50000.0,0.4340516,1.316144,1,1,1
50241.34,0.02162938,0.4989485,1,1,1
50618.2,8.495622,0.1090032,1,1,1
50990.32,1.24203,0.03904089,1,1,1
51962.36,0.7343303,0.02790848,1,1,1
52523.29,0.3044334,0.5352692,1,1,1
53781.07,0.2688455,1.074474,1,1,1
55834.33,0.2434066,16.42442,1,1,1
55895.55,0.05280436,0.09245259,1,1,1
56358.8,0.191418,1.03638,1,1,1
57285.95,0.3833907,3.6051,1,1,1
57773.91,0.2319771,0.3147957,1,1,1
59987.6,0.164021,0.1201268,1,1,1
60619.13,0.2871782,1.984032,1,1,1
61632.39,0.3614917,3.336313,1,1,1
62239.79,0.4177041,2.56808,1,1,1
62703.99,0.2889656,4.951122,1,1,1
65234.04,0.4468597,7.899677,1,1,1
66748.94,0.3150593,3.938592,1,1,1
67339.78,0.2973599,5.329733,1,1,1
70581.62,0.2323076,7.082348,1,1,1
71370.98,0.1984901,3.997022,1,1,1
71875.94,0.3139356,2.04756,1,1,1
73568.68,0.209873,0.4265802,1,1,1
73811.84,0.4009309,1.600937,1,1,1
74181.26,0.327164,5.076875,1,1,1
75757.91,0.376,0.5658475,1,1,1
75996.53,0.3912265,0.2656463,1,1,1
77526.77,0.4538825,6.879313,1,1,1
82166.4,0.2512263,2.144938,1,1,1
83478.26,0.2478325,0.03903804,1,1,1
83571.48,0.2657648,2.901792,1,1,1
83831.46,0.204789,5.08102,1,1,1
84543.63,0.2478812,20.61906,1,1,1
85287.47,0.2971262,0.1234217,1,1,1
85420.52,0.3326537,0.2050454,1,1,1
85695.38,0.280983,0.3448306,1,1,1
88112.59,2.301675,0.03747136,1,1,1
88906.77,0.3376975,1.994951,1,1,1
89785.13,0.4084441,8.261849,1,1,1
89863.76,0.1683335,0.02019637,1,1,1
89983.11,0.4854453,83.63005,1,1,1
92523.73,0.510103,3.516633,1,1,1
93036.79,0.3916417,3.340136,1,1,1
93241.97,0.2371394,8.524829,1,1,1
94952.22,0.3535018,4.975775,1,1,1
95179.54,0.5478832,14.14974,1,1,1
95588.0,0.460411,21.7104,1,1,1
96523.97,0.08693956,4.095892,1,1,1
96983.39,0.4709564,1.884893,1,1,1
97979.72,1.68521,0.2071433,1,1,1
99328.06,0.6781168,2.539261,1,1,1
